Date,Open,High,Low,Close,Adj Close,Volume,Daily Return,Rolling Mean,Rolling Std Dev
2012-01-02,345.1285400390625,351.542724609375,340.3488464355469,349.957763671875,323.03668212890625,8679938,,,
2012-01-03,352.7809753417969,360.0372009277344,351.83990478515625,358.9227600097656,331.31207275390625,9455771,0.02561736663255254,,
2012-01-04,360.28485107421875,362.0431823730469,353.3258361816406,354.7126770019531,327.4259338378906,8557084,-0.011729774416361805,,
2012-01-05,354.14306640625,359.07135009765625,343.79119873046875,346.4658508300781,319.8134765625,13364666,-0.023249313336014765,,
2012-01-06,345.2523498535156,358.600830078125,345.0542297363281,355.4060974121094,328.0659484863281,9495456,0.02580412055217507,,
2012-01-09,353.87066650390625,353.87066650390625,347.927001953125,349.80914306640625,322.8996276855469,8485434,-0.015748053807904117,,
2012-01-10,352.6571655273437,366.0303955078125,352.6571655273437,364.6435546875,336.5928649902344,9100905,0.04240715806069617,,
2012-01-11,365.4855651855469,372.9646606445313,362.3156127929688,370.6119689941406,342.1021423339844,9776083,0.01636780420198458,,
2012-01-12,370.240478515625,372.9399108886719,362.8604431152344,364.9902648925781,336.9128723144531,6564892,-0.015168706280102251,,
2012-01-13,367.5163269042969,371.94927978515625,360.6315612792969,362.4642028808594,334.58111572265625,9474828,-0.006920902431362674,,
2012-01-16,361.5478820800781,361.5478820800781,352.161865234375,353.1277160644531,325.9628601074219,8212087,-0.02575836935675302,,
2012-01-17,354.6383972167969,368.7050476074219,354.6383972167969,367.54107666015625,339.2674560546875,10493808,0.040816282438369766,,
2012-01-18,377.4224243164063,390.2508239746094,375.4659729003906,386.2140808105469,356.5040283203125,18672849,0.05080521698437668,,
2012-01-19,390.795654296875,394.2380065917969,387.3780517578125,389.1363830566406,359.20147705078125,11070972,0.007566534705209849,,
2012-01-20,391.29095458984375,396.2439880371094,382.4002380371094,392.603515625,362.4019470214844,14641208,0.00890981342100483,,
2012-01-23,374.1038818359375,386.2140808105469,374.0543518066406,382.152587890625,352.7549743652344,13037592,-0.026619546994472998,,
